amod(accounts-2, descriptive-1)
dep(estimate-17, difficult-15)
aux(estimate-17, to-16)
xcomp(makes-13, estimate-17)
dobj(estimate-17, differences-18)
prep(differences-18, in-19)
nn(levels-21, expression-20)
pobj(in-19, levels-21)
partmod(differences-18, using-22)
nn(representation-24, library-23)
dobj(using-22, representation-24)
prep(using-22, as-25)
det(measure-27, a-26)
pobj(as-25, measure-27)
punct(makes-13, .-28)

num(weakness-2, One-1)
nsubj(been-7, weakness-2)
prep(weakness-2, of-3)
amod(studies-5, existing-4)
pobj(of-3, studies-5)
aux(been-7, has-6)
root(ROOT-0, been-7)
mark(consisted-11, that-8)
nn(therapy-10, induction-9)
nsubj(consisted-11, therapy-10)
ccomp(been-7, consisted-11)
prep(consisted-11, of-12)
amod(regimens-17, standard-13)
amod(regimens-17, three-drug-14)
amod(regimens-17, antiretroviral-15)
nn(regimens-17, therapy-16)
pobj(of-12, regimens-17)
prep(regimens-17, in-18)
amod(use-21, common-19)
amod(use-21, clinical-20)
pobj(in-18, use-21)
prep(consisted-11, at-22)
det(time-24, the-23)
pobj(at-22, time-24)
prep(time-24, of-25)
det(study-27, the-26)
pobj(of-25, study-27)
punct(consisted-11, ,-28)
prep(consisted-11, under-29)
pobj(under-29, conditions-30)
advmod(recognized-32, now-31)
partmod(conditions-30, recognized-32)
aux(permit-34, to-33)
xcomp(recognized-32, permit-34)
nn(CITATION-38, subclinical-35)
nn(CITATION-38, viral-36)
nn(CITATION-38, replication-37)
dobj(permit-34, CITATION-38)
punct(CITATION-38, ,-39)
appos(CITATION-38, CITATION-40)
punct(been-7, .-41)

advmod(lasted-12, Moreover-1)
punct(lasted-12, ,-2)
prep(lasted-12, in-3)
det(studies-6, these-4)
amod(studies-6, early-5)
pobj(in-3, studies-6)
punct(lasted-12, ,-7)
det(phase-10, the-8)
nn(phase-10, induction-9)
nsubj(lasted-12, phase-10)
advmod(lasted-12, only-11)
root(ROOT-0, lasted-12)
prep(lasted-12, between-13)
number(6-16, 3-14)
dep(6-16, to-15)
num(mo-17, 6-16)
pobj(between-13, mo-17)
punct(mo-17, ,-18)
nsubj(insufficient-22, which-19)
aux(insufficient-22, may-20)
cop(insufficient-22, be-21)
rcmod(mo-17, insufficient-22)
punct(lasted-12, .-23)

advmod(restricted-6, however-1)
det(demonstrations-3, these-2)
nsubj(restricted-6, demonstrations-3)
aux(restricted-6, have-4)
cop(restricted-6, been-5)
root(ROOT-0, restricted-6)
advmod(to-8, primarily-7)
prep(restricted-6, to-8)
nn(surveys-10, laboratory-9)
pobj(to-8, surveys-10)
prep(surveys-10, in-11)
pobj(in-11, which-12)
dep(in-11, task-13)
prep(task-13, of-14)
pcomp(of-14, recalling-15)
nsubj(making-18, examples-16)
advmod(making-18, then-17)
ccomp(recalling-15, making-18)
det(assessment-21, an-19)
amod(assessment-21, overall-20)
nsubj(artificial-25, assessment-21)
aux(artificial-25, may-22)
cop(artificial-25, seem-23)
advmod(artificial-25, somewhat-24)
ccomp(making-18, artificial-25)
prep(artificial-25, to-26)
pobj(to-26, participants-27)
cc(participants-27, and-28)
det(responses-30, the-29)
conj(participants-27, responses-30)
prep(responses-30, of-31)
amod(consequence-33, little-32)
pobj(of-31, consequence-33)

amod(ratings-2, hence-1)
nsubj(susceptible-8, ratings-2)
prep(ratings-2, of-3)
pobj(of-3, respondents-4)
aux(susceptible-8, may-5)
cop(susceptible-8, be-6)
advmod(susceptible-8, especially-7)
root(ROOT-0, susceptible-8)
prep(susceptible-8, to-9)
amod(cues-such-11, superficial-10)
pobj(to-9, cues-such-11)
prep(susceptible-8, as-12)
det(accessibility-14, the-13)
pobj(as-12, accessibility-14)
prep(accessibility-14, of-15)
pobj(of-15, instances-when-16)
dep(instances-when-16, mapping-17)
poss(beliefs-19, their-18)
dobj(mapping-17, beliefs-19)
cc(beliefs-19, and-20)
conj(beliefs-19, attitudes-21)
prep(mapping-17, onto-22)
det(scale-26, an-23)
amod(scale-26, unfamiliar-24)
nn(scale-26, response-25)
pobj(onto-22, scale-26)

mark(provided-6, While-1)
amod(work-4, recent-2)
amod(work-4, experimental-3)
nsubj(provided-6, work-4)
aux(provided-6, has-5)
root(ROOT-0, provided-6)
amod(insights-8, considerable-7)
dobj(provided-6, insights-8)
prep(provided-6, into-9)
nn(aggregation-11, polyQ-10)
pobj(into-9, aggregation-11)
punct(aggregation-11, ,-12)
det(mechanism-15, the-13)
amod(mechanism-15, molecular-14)
nsubjpass(understood-21, mechanism-15)
prep(mechanism-15, of-16)
pobj(of-16, aggregation-17)
auxpass(understood-21, is-18)
neg(understood-21, not-19)
advmod(understood-21, well-20)
rcmod(aggregation-11, understood-21)
punct(provided-6, .-22)

det(details-2, The-1)
nsubjpass(understood-19, details-2)
prep(details-2, of-3)
det(dynamics-6, the-4)
amod(dynamics-6, conformational-5)
pobj(of-3, dynamics-6)
prep(dynamics-6, of-7)
pobj(of-7, polyQ-8)
cc(polyQ-8, and-9)
det(dependence-12, the-10)
nn(dependence-12, length-11)
conj(polyQ-8, dependence-12)
prep(dependence-12, of-13)
det(dynamics-15, the-14)
pobj(of-13, dynamics-15)
auxpass(understood-19, are-16)
neg(understood-19, not-17)
advmod(understood-19, well-18)
root(ROOT-0, understood-19)
dobj(understood-19, CITATION-20)
punct(understood-19, .-21)

det(drawbacks-3, The-1)
amod(drawbacks-3, main-2)
nsubj(are-7, drawbacks-3)
prep(drawbacks-3, of-4)
det(assays-6, these-5)
pobj(of-4, assays-6)
root(ROOT-0, are-7)
mark(carried-13, that-8)
nsubjpass(carried-13, they-9)
auxpass(carried-13, are-10)
advmod(carried-13, currently-11)
advmod(carried-13, only-12)
ccomp(are-7, carried-13)
prt(carried-13, out-14)
prep(carried-13, by-15)
det(handful-17, a-16)
pobj(by-15, handful-17)
prep(handful-17, of-18)
amod(laboratories-20, specialized-19)
pobj(of-18, laboratories-20)
advmod(laboratories-20, worldwide-21)
punct(carried-13, ,-22)
cc(carried-13, and-23)
mark(takes-29, that-24)
det(procedure-27, the-25)
amod(procedure-27, overall-26)
nsubj(takes-29, procedure-27)
advmod(takes-29, typically-28)
conj(carried-13, takes-29)
amod(weeks-31, several-30)
tmod(takes-29, weeks-31)
punct(are-7, .-32)

advmod(notorious-11, Unfortunately-1)
punct(notorious-11, ,-2)
mark(suggested-4, as-3)
advcl(notorious-11, suggested-4)
prep(suggested-4, by-5)
poss(name-7, its-6)
pobj(by-5, name-7)
punct(notorious-11, ,-8)
nsubj(notorious-11, V3-9)
cop(notorious-11, is-10)
root(ROOT-0, notorious-11)
prep(notorious-11, for-12)
poss(CITATION-17, its-13)
amod(CITATION-17, high-14)
nn(CITATION-17, sequence-15)
nn(CITATION-17, variability-16)
pobj(for-12, CITATION-17)
prep(CITATION-17, including-18)
advmod(variability-21, also-19)
det(variability-21, some-20)
pobj(including-18, variability-21)
prep(variability-21, in-22)
pobj(in-22, length-23)
punct(variability-21, ,-24)
cc(variability-21, and-25)
nsubj(made-28, this-26)
aux(made-28, has-27)
conj(variability-21, made-28)
nsubj(use-32, it-29)
dep(use-32, difficult-30)
aux(use-32, to-31)
xcomp(made-28, use-32)
dobj(use-32, it-33)
prep(use-32, as-34)
det(basis-36, a-35)
pobj(as-34, basis-36)
prep(basis-36, for-37)
amod(testing-41, genotypic-38)
nn(testing-41, co-receptor-39)
nn(testing-41, tropism-40)
pobj(for-37, testing-41)
punct(notorious-11, .-42)

advmod(fall-5, Still-1)
punct(fall-5, ,-2)
nn(accuracies-4, prediction-3)
nsubj(fall-5, accuracies-4)
root(ROOT-0, fall-5)
advmod(fall-5, short-6)
prep(short-6, of-7)
nsubj(reasonable-10, what-8)
cop(reasonable-10, seems-9)
pcomp(of-7, reasonable-10)
prep(reasonable-10, for-11)
amod(use-14, regular-12)
amod(use-14, clinical-13)
pobj(for-11, use-14)
amod(use-14, CITATION-15)
punct(fall-5, .-16)

amod(investigations-2, experimental-1)
nsubj(disparate-11, investigations-2)
prep(investigations-2, of-3)
nn(differences-5, sex-4)
pobj(of-3, differences-5)
prep(differences-5, in-6)
amod(yield-9, spatial-7)
nn(yield-9, abilities-8)
pobj(in-6, yield-9)
advmod(disparate-11, apparently-10)
root(ROOT-0, disparate-11)
nn(CITATION-13, results-12)
dobj(disparate-11, CITATION-13)

prep(infeasible-11, In-1)
amod(cases-3, many-2)
pobj(In-1, cases-3)
advmod(infeasible-11, however-4)
punct(infeasible-11, ,-5)
det(mixture-8, the-6)
nn(mixture-8, Bayes-7)
nsubj(infeasible-11, mixture-8)
cop(infeasible-11, is-9)
advmod(infeasible-11, computationally-10)
root(ROOT-0, infeasible-11)
punct(infeasible-11, ,-12)
cc(infeasible-11, and-13)
advmod(approximation-17, even-14)
det(approximation-17, a-15)
amod(approximation-17, sophisticated-16)
nsubj(expensive-19, approximation-17)
cop(expensive-19, is-18)
conj(infeasible-11, expensive-19)

det(model-3, No-1)
amod(model-3, computational-2)
nsubj(integrated-7, model-3)
aux(integrated-7, has-4)
advmod(integrated-7, thus-5)
advmod(integrated-7, far-6)
root(ROOT-0, integrated-7)
dobj(integrated-7, auto-8)
punct(auto-8, --9)
cc(auto-8, and-10)
conj(auto-8, hetero-11)
punct(auto-8, --12)
amod(learning-14, associative-13)
dep(auto-8, learning-14)
mark(generate-19, in-15)
dep(generate-19, order-16)
aux(generate-19, to-17)
advmod(generate-19, simultaneously-18)
dep(learning-14, generate-19)
preconj(bi-directional-21, both-20)
dobj(generate-19, bi-directional-21)
cc(bi-directional-21, and-22)
amod(connections-24, asymmetric-23)
conj(bi-directional-21, connections-24)
prep(bi-directional-21, between-25)
pobj(between-25, neurons-26)
nsubj(active-29, that-27)
cop(active-29, are-28)
rcmod(neurons-26, active-29)
prep(active-29, at-30)
det(phases-36, the-31)
amod(phases-36, same-32)
cc(same-32, and-33)
conj(same-32, successive-34)
nn(phases-36, theta-35)
pobj(at-30, phases-36)
advmod(phases-36, respectively-37)
partmod(phases-36, using-38)
det(rule-45, a-39)
amod(rule-45, single-40)
nn(rule-45, temporally-41)
amod(rule-45, asymmetric-42)
amod(rule-45, synaptic-43)
nn(rule-45, plasticity-44)
dobj(using-38, rule-45)
punct(integrated-7, .-46)

amod(investigations-2, experimental-1)
nsubj(disparate-11, investigations-2)
prep(investigations-2, of-3)
nn(differences-5, sex-4)
pobj(of-3, differences-5)
prep(differences-5, in-6)
amod(yield-9, spatial-7)
nn(yield-9, abilities-8)
pobj(in-6, yield-9)
advmod(disparate-11, apparently-10)
root(ROOT-0, disparate-11)
nn(CITATION-13, results-12)
dobj(disparate-11, CITATION-13)

nsubj(contradict-2, results-1)
root(ROOT-0, contradict-2)
det(ph-4, the-3)
dobj(contradict-2, ph-4)
punct(contradict-2, ,-5)
advmod(modified-10, even-6)
advmod(modified-10, when-7)
nsubjpass(modified-10, ph-8)
auxpass(modified-10, is-9)
advcl(contradict-2, modified-10)
aux(include-12, to-11)
xcomp(modified-10, include-12)
det(evaluation-16, a-13)
amod(evaluation-16, preliminary-14)
nn(evaluation-16, similarity-15)
dobj(include-12, evaluation-16)
partmod(evaluation-16, using-17)
det(ph-19, the-18)
dobj(using-17, ph-19)
dep(ph-19, parameters-20)

prep(use-11, in-1)
pobj(in-1, addition-2)
punct(use-11, ,-3)
prep(use-11, unlike-4)
amod(tests-6, previous-5)
pobj(unlike-4, tests-6)
punct(use-11, ,-7)
det(tests-10, the-8)
amod(tests-10, new-9)
nsubj(use-11, tests-10)
root(ROOT-0, use-11)
dobj(use-11, shifts-12)
prep(shifts-12, in-13)
amod(value-15, expected-14)
pobj(in-13, value-15)
cc(use-11, and-16)
conj(use-11, expected-17)
nsubj(help-21, utility-18)
aux(help-21, to-19)
punct(help-21, ``-20)
xcomp(expected-17, help-21)
punct(help-21, ''-22)
dobj(help-21, predictions-23)
prep(predictions-23, of-24)
pobj(of-24, ph-25)
cc(ph-25, and-26)
conj(ph-25, cpt-27)

prep(infeasible-11, In-1)
amod(cases-3, many-2)
pobj(In-1, cases-3)
advmod(infeasible-11, however-4)
punct(infeasible-11, ,-5)
det(mixture-8, the-6)
nn(mixture-8, Bayes-7)
nsubj(infeasible-11, mixture-8)
cop(infeasible-11, is-9)
advmod(infeasible-11, computationally-10)
root(ROOT-0, infeasible-11)
punct(infeasible-11, ,-12)
cc(infeasible-11, and-13)
advmod(approximation-17, even-14)
det(approximation-17, a-15)
amod(approximation-17, sophisticated-16)
nsubj(expensive-19, approximation-17)
cop(expensive-19, is-18)
conj(infeasible-11, expensive-19)

advmod(differs-5, However-1)
punct(differs-5, ,-2)
poss(analysis-4, our-3)
nsubj(differs-5, analysis-4)
root(ROOT-0, differs-5)
prep(differs-5, from-6)
amod(uses-8, previous-7)
pobj(from-6, uses-8)
prep(uses-8, of-9)
det(technique-11, this-10)
pobj(of-9, technique-11)
prep(differs-5, in-12)
pobj(in-12, that-13)
det(blocks-15, the-14)
dep(that-13, blocks-15)
prep(blocks-15, of-16)
pobj(of-16, points-17)
partmod(points-17, considered-18)
dep(blocks-15, are-19)
neg(of-21, not-20)
prep(are-19, of-21)
amod(size-23, equal-22)
pobj(of-21, size-23)

advmod(differs-5, However-1)
punct(differs-5, ,-2)
poss(analysis-4, our-3)
nsubj(differs-5, analysis-4)
root(ROOT-0, differs-5)
prep(differs-5, from-6)
amod(uses-8, previous-7)
pobj(from-6, uses-8)
prep(uses-8, of-9)
det(technique-11, this-10)
pobj(of-9, technique-11)
prep(differs-5, in-12)
pobj(in-12, that-13)
det(blocks-15, the-14)
dep(that-13, blocks-15)
prep(blocks-15, of-16)
pobj(of-16, points-17)
partmod(points-17, considered-18)
dep(blocks-15, are-19)
neg(of-21, not-20)
prep(are-19, of-21)
amod(size-23, equal-22)
pobj(of-21, size-23)

poss(bounds-3, Our-1)
nn(bounds-3, generalization-2)
root(ROOT-0, bounds-3)
prep(bounds-3, for-4)
amod(SYMBOL-6, stationary-5)
pobj(for-4, SYMBOL-6)
punct(bounds-3, --7)
partmod(bounds-3, mixing-8)
nsubj(cover-10, sequences-9)
ccomp(mixing-8, cover-10)
det(scenario-15, a-11)
advmod(general-13, more-12)
amod(scenario-15, general-13)
amod(scenario-15, non-iid-14)
dobj(cover-10, scenario-15)
cc(cover-10, and-16)
conj(cover-10, use-17)
det(McDiarmid-20, the-18)
amod(McDiarmid-20, standard-19)
poss(inequality-22, McDiarmid-20)
possessive(McDiarmid-20, 's-21)
dobj(use-17, inequality-22)
punct(bounds-3, ,-23)
advmod(bounds-3, however-24)
punct(bounds-3, ,-25)
prep(bounds-3, unlike-26)
det(SYMBOL-28, the-27)
dep(case-31, SYMBOL-28)
punct(case-31, --29)
nn(case-31, mixing-30)
pobj(unlike-26, case-31)
punct(case-31, ,-32)
det(SYMBOL-34, the-33)
nsubjpass(bound-45, SYMBOL-34)
punct(mixing-36, --35)
partmod(SYMBOL-34, mixing-36)
partmod(mixing-36, bound-37)
partmod(bound-37, presented-38)
advmod(presented-38, here-39)
auxpass(bound-45, is-40)
neg(bound-45, not-41)
dep(bound-45, a-42)
advmod(bound-45, purely-43)
advmod(bound-45, exponential-44)
conj(case-31, bound-45)
cc(case-31, and-46)
conj(case-31, contains-47)
det(term-50, an-48)
amod(term-50, additive-49)
dobj(contains-47, term-50)
prep(term-50, depending-51)
pcomp(depending-51, on-52)
det(coefficient-55, the-53)
amod(coefficient-55, mixing-54)
pobj(on-52, coefficient-55)

prep(supported-17, To-1)
poss(knowledge-3, our-2)
pobj(To-1, knowledge-3)
punct(supported-17, ,-4)
det(use-6, the-5)
nsubjpass(supported-17, use-6)
prep(use-6, of-7)
det(algorithms-9, these-8)
pobj(of-7, algorithms-9)
prep(use-6, in-10)
amod(scenarios-12, non-iid-11)
pobj(in-10, scenarios-12)
aux(supported-17, has-13)
neg(supported-17, not-14)
auxpass(supported-17, been-15)
advmod(supported-17, previously-16)
root(ROOT-0, supported-17)
prep(supported-17, by-18)
det(analysis-21, any-19)
amod(analysis-21, theoretical-20)
pobj(by-18, analysis-21)

advmod(far-2, so-1)
advmod(developed-7, far-2)
det(approach-4, the-3)
nsubjpass(developed-7, approach-4)
aux(developed-7, has-5)
auxpass(developed-7, been-6)
root(ROOT-0, developed-7)
prep(developed-7, for-8)
amod(models-11, discrete-9)
amod(models-11, variable-10)
pobj(for-8, models-11)
prep(models-11, on-12)
det(level-19, a-13)
advmod(abstract-15, more-14)
amod(level-19, abstract-15)
nn(level-19, CITATION-16)
amod(level-19, versus-17)
amod(level-19, practical-18)
pobj(on-12, level-19)
dep(level-19, CITATION-20)

root(ROOT-0, a-1)
prep(a-1, by-2)
pobj(by-2, product-3)
prep(product-3, of-4)
poss(loop-6, our-5)
pobj(of-4, loop-6)
partmod(product-3, corrected-7)
dobj(corrected-7, belief-8)
nn(equations-10, propagation-9)
nsubj(algorithm-13, equations-10)
cop(algorithm-13, is-11)
det(algorithm-13, an-12)
ccomp(belief-8, algorithm-13)
nsubj(calculates-15, that-14)
rcmod(algorithm-13, calculates-15)
amod(matrices-18, exact-16)
nn(matrices-18, covariance-17)
dobj(calculates-15, matrices-18)
prep(matrices-18, for-19)
amod(models-21, gaussian-20)
pobj(for-19, models-21)
prep(models-21, like-22)
det(one-24, the-23)
pobj(like-22, one-24)
partmod(one-24, discussed-25)
prep(discussed-25, in-26)
pobj(in-26, CITATION-27)
cc(calculates-15, but-28)
conj(calculates-15, without-29)
pcomp(without-29, explicitly-30)
dep(explicitly-30, using-31)
amod(response-33, linear-32)
dobj(using-31, response-33)

amod(accounts-2, descriptive-1)
nsubj(suggest-13, accounts-2)
cc(accounts-2, and-3)
amod(investigations-5, empirical-4)
conj(accounts-2, investigations-5)
prep(accounts-2, of-6)
nn(CITATION-9, negotiation-7)
nn(CITATION-9, behavior-8)
pobj(of-6, CITATION-9)
punct(suggest-13, ,-10)
advmod(suggest-13, however-11)
punct(suggest-13, ,-12)
root(ROOT-0, suggest-13)
mark(likely-24, that-14)
det(number-16, a-15)
nsubj(likely-24, number-16)
prep(number-16, of-17)
amod(barriers-19, psychological-18)
pobj(of-17, barriers-19)
aux(conflict-21, to-20)
infmod(barriers-19, conflict-21)
dobj(conflict-21, resolution-22)
cop(likely-24, are-23)
ccomp(suggest-13, likely-24)
aux(make-26, to-25)
xcomp(likely-24, make-26)
amod(deal-28, efficient-27)
nsubj(making-29, deal-28)
xcomp(make-26, making-29)
amod(CITATION-31, difficult-30)
dobj(making-29, CITATION-31)

nn(algorithms-2, Clustering-1)
nsubj(give-6, algorithms-2)
prep(algorithms-2, in-3)
amod(cases-5, most-4)
pobj(in-3, cases-5)
root(ROOT-0, give-6)
punct(give-6, ``-7)
advmod(solutions-12, almost-8)
punct(solutions-12, ''-9)
advmod(optimal-11, globally-10)
amod(solutions-12, optimal-11)
dobj(give-6, solutions-12)
prep(solutions-12, like-13)
pobj(like-13, SYMBOL-14)
cc(SYMBOL-14, and-15)
conj(SYMBOL-14, SYMBOL-16)
punct(SYMBOL-14, ,-17)
advmod(well-clustered-25, where-18)
det(majority-20, the-19)
nsubj(well-clustered-25, majority-20)
prep(majority-20, of-21)
nn(points-23, data-22)
pobj(of-21, points-23)
cop(well-clustered-25, are-24)
rcmod(SYMBOL-14, well-clustered-25)
punct(give-6, ,-26)
cc(give-6, but-27)
nsubj(are-31, some-28)
prep(some-28, of-29)
pobj(of-29, them-30)
conj(give-6, are-31)
neg(are-31, not-32)

advmod(constructed-9, Thus-1)
punct(constructed-9, ,-2)
det(assignment-6, a-3)
amod(assignment-6, better-4)
nn(assignment-6, clustering-5)
nsubjpass(constructed-9, assignment-6)
aux(constructed-9, can-7)
auxpass(constructed-9, be-8)
root(ROOT-0, constructed-9)
prep(constructed-9, by-10)
pcomp(by-10, picking-11)
prt(picking-11, up-12)
amod(points-15, well-clustered-13)
nn(points-15, data-14)
dobj(picking-11, points-15)
prep(picking-11, from-16)
amod(assignments-20, many-17)
amod(assignments-20, sub-optimal-18)
nn(assignments-20, clustering-19)
pobj(from-16, assignments-20)

root(ROOT-0, Note-1)
det(assignment-3, an-2)
nsubj(located-10, assignment-3)
partmod(assignment-3, constructed-4)
prep(constructed-4, in-5)
amod(way-8, such-6)
det(way-8, a-7)
pobj(in-5, way-8)
cop(located-10, is-9)
ccomp(Note-1, located-10)
prep(located-10, between-11)
det(ones-14, the-12)
amod(ones-14, sub-optimal-13)
pobj(between-11, ones-14)
prep(ones-14, by-15)
det(SYMBOL-20, the-16)
amod(SYMBOL-20, proposed-17)
nn(SYMBOL-20, quantum-18)
nn(SYMBOL-20, effect-19)
pobj(by-15, SYMBOL-20)
mark(find-25, so-21)
mark(find-25, that-22)
nsubj(find-25, QA-ST-23)
aux(find-25, can-24)
advcl(located-10, find-25)
det(assignment-28, a-26)
amod(assignment-28, better-27)
dobj(find-25, assignment-28)
prep(assignment-28, between-29)
amod(ones-31, sub-optimal-30)
pobj(between-29, ones-31)

advmod(used-8, however-1)
punct(used-8, ,-2)
prep(used-8, unlike-3)
amod(research-5, past-4)
pobj(unlike-3, research-5)
punct(used-8, ,-6)
nsubj(used-8, we-7)
root(ROOT-0, used-8)
det(competition-10, a-9)
dobj(used-8, competition-10)
prep(competition-10, in-11)
pobj(in-11, which-12)
det(difficulty-14, the-13)
dep(in-11, difficulty-14)
prep(difficulty-14, of-15)
det(shared-35, the-16)
dep(shared-35, shared-17)
nsubjpass(shared-35, circumstance-18)
amod(circumstance-18, relative-19)
prep(relative-19, to-20)
pobj(to-20, competitions-21)
punct(circumstance-18, ,-22)
prep(circumstance-18, for-23)
pobj(for-23, example-24)
punct(circumstance-18, ,-25)
partmod(circumstance-18, involving-26)
amod(categories-31, easy-27)
cc(easy-27, and-28)
conj(easy-27, hard-29)
nn(categories-31, trivia-30)
dobj(involving-26, categories-31)
auxpass(shared-35, is-32)
advmod(transparently-34, more-33)
advmod(shared-35, transparently-34)
pobj(of-15, shared-35)

expl(is-2, There-1)
root(ROOT-0, is-2)
punct(is-2, ,-3)
advmod(is-2, however-4)
punct(is-2, ,-5)
amod(information-7, missing-6)
nsubj(is-2, information-7)
prep(information-7, about-8)
advmod(individual-10, how-9)
amod(molecule-12, individual-10)
nn(molecule-12, lipid-11)
pobj(about-8, molecule-12)
partmod(molecule-12, involving-13)
prep(involving-13, in-14)
det(process-18, the-15)
nn(process-18, peptide-16)
nn(process-18, aggregation-17)
pobj(in-14, process-18)
punct(is-2, .-19)

mark(applied-6, Although-1)
nsubjpass(applied-6, rIAPP-2)
aux(applied-6, has-3)
auxpass(applied-6, been-4)
advmod(applied-6, intensively-5)
advcl(crystal-34, applied-6)
prep(applied-6, in-7)
amod(research-9, experimental-8)
pobj(in-7, research-9)
partmod(research-9, acting-10)
prep(acting-10, as-11)
det(inhibitor-15, a-12)
amod(inhibitor-15, potential-13)
nn(inhibitor-15, peptide-14)
pobj(as-11, inhibitor-15)
prep(inhibitor-15, for-16)
nn(CITATION-19, peptide-17)
nn(CITATION-19, aggregation-18)
pobj(for-16, CITATION-19)
punct(CITATION-19, ,-20)
appos(CITATION-19, CITATION-21)
punct(CITATION-19, ,-22)
det(mechanism-25, the-23)
amod(mechanism-25, molecular-24)
dobj(acting-10, mechanism-25)
prep(mechanism-25, of-26)
poss(resistance-28, its-27)
pobj(of-26, resistance-28)
prep(acting-10, to-29)
pobj(to-29, amyloid-30)
cop(crystal-34, is-31)
advmod(crystal-34, still-32)
neg(crystal-34, not-33)
root(ROOT-0, crystal-34)
amod(crystal-34, clear-35)
punct(crystal-34, .-36)

mark(provided-6, While-1)
amod(work-4, recent-2)
amod(work-4, experimental-3)
nsubj(provided-6, work-4)
aux(provided-6, has-5)
root(ROOT-0, provided-6)
amod(insights-8, considerable-7)
dobj(provided-6, insights-8)
prep(provided-6, into-9)
nn(aggregation-11, polyQ-10)
pobj(into-9, aggregation-11)
punct(aggregation-11, ,-12)
det(mechanism-15, the-13)
amod(mechanism-15, molecular-14)
nsubjpass(understood-21, mechanism-15)
prep(mechanism-15, of-16)
pobj(of-16, aggregation-17)
auxpass(understood-21, is-18)
neg(understood-21, not-19)
advmod(understood-21, well-20)
rcmod(aggregation-11, understood-21)
punct(provided-6, .-22)

det(model-3, No-1)
amod(model-3, computational-2)
nsubj(integrated-7, model-3)
aux(integrated-7, has-4)
advmod(integrated-7, thus-5)
advmod(integrated-7, far-6)
root(ROOT-0, integrated-7)
dobj(integrated-7, auto-8)
punct(auto-8, --9)
cc(auto-8, and-10)
conj(auto-8, hetero-11)
punct(auto-8, --12)
amod(learning-14, associative-13)
dep(auto-8, learning-14)
mark(generate-19, in-15)
dep(generate-19, order-16)
aux(generate-19, to-17)
advmod(generate-19, simultaneously-18)
dep(learning-14, generate-19)
preconj(bi-directional-21, both-20)
dobj(generate-19, bi-directional-21)
cc(bi-directional-21, and-22)
amod(connections-24, asymmetric-23)
conj(bi-directional-21, connections-24)
prep(bi-directional-21, between-25)
pobj(between-25, neurons-26)
nsubj(active-29, that-27)
cop(active-29, are-28)
rcmod(neurons-26, active-29)
prep(active-29, at-30)
det(phases-36, the-31)
amod(phases-36, same-32)
cc(same-32, and-33)
conj(same-32, successive-34)
nn(phases-36, theta-35)
pobj(at-30, phases-36)
advmod(phases-36, respectively-37)
partmod(phases-36, using-38)
det(rule-45, a-39)
amod(rule-45, single-40)
nn(rule-45, temporally-41)
amod(rule-45, asymmetric-42)
amod(rule-45, synaptic-43)
nn(rule-45, plasticity-44)
dobj(using-38, rule-45)
punct(integrated-7, .-46)

advmod(demonstrates-9, however-1)
punct(demonstrates-9, ,-2)
det(body-5, a-3)
amod(body-5, large-4)
nsubj(demonstrates-9, body-5)
prep(body-5, of-6)
amod(evidence-8, empirical-7)
pobj(of-6, evidence-8)
root(ROOT-0, demonstrates-9)
mark(violate-13, that-10)
nsubj(violate-13, people-11)
advmod(violate-13, systematically-12)
ccomp(demonstrates-9, violate-13)
det(theory-15, this-14)
dobj(violate-13, theory-15)

advmod(models-2, most-1)
nsubj(abandoned-9, models-2)
prep(models-2, of-3)
amod(choice-5, intertemporal-4)
pobj(of-3, choice-5)
aux(abandoned-9, have-6)
neg(abandoned-9, not-7)
advmod(abandoned-9, yet-8)
root(ROOT-0, abandoned-9)
det(assumption-12, the-10)
amod(assumption-12, additive-11)
dobj(abandoned-9, assumption-12)
cc(assumption-12, and-13)
det(independence-15, the-14)
nsubj(assumption-16, independence-15)
conj(assumption-12, assumption-16)

punct(approaches-3, ---1)
det(approaches-3, these-2)
nsubj(differ-5, approaches-3)
advmod(differ-5, thus-4)
root(ROOT-0, differ-5)
prep(differ-5, from-6)
nn(framing-8, message-7)
pobj(from-6, framing-8)
punct(framing-8, ,-9)
nsubj(focuses-11, which-10)
rcmod(framing-8, focuses-11)
prep(focuses-11, on-12)
dep(on-12, how-13)
det(test-15, the-14)
dep(how-13, test-15)
nsubjpass(described-18, outcomes-16)
auxpass(described-18, are-17)
rcmod(test-15, described-18)
cc(described-18, and-19)
conj(described-18, manipulates-20)
nn(framing-24, gain-21)
cc(gain-21, and-22)
conj(gain-21, loss-23)
dobj(manipulates-20, framing-24)

advmod(solves-4, Even-1)
mark(solves-4, though-2)
nsubj(solves-4, BMRM-3)
advcl(uses-17, solves-4)
det(problem-8, an-5)
amod(problem-8, expensive-6)
nn(problem-8, optimization-7)
dobj(solves-4, problem-8)
prep(solves-4, at-9)
det(iteration-11, every-10)
pobj(at-9, iteration-11)
punct(uses-17, ,-12)
det(analysis-15, the-13)
nn(analysis-15, convergence-14)
nsubj(uses-17, analysis-15)
advmod(uses-17, only-16)
root(ROOT-0, uses-17)
det(search-22, a-18)
amod(search-22, simple-19)
amod(search-22, one-dimensional-20)
nn(search-22, line-21)
